moped_component_id,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
2330,2023-10-03 05:00:00+00:00,0.5643468743964463,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
2331,2023-10-03 05:00:00+00:00,0.22418863967673464,NA,NA,0.0,NA,NA,0.22418863967673464,NA,NA,0.0,NA,NA,52235.95304467917,NA,NA
2332,2023-10-03 05:00:00+00:00,0.13874072925140782,NA,NA,0.0,NA,NA,0.0763074010882743,NA,NA,0.0,NA,NA,40775.90032698876,NA,NA
2333,2023-10-03 05:00:00+00:00,0.11203271774554284,NA,NA,0.0,NA,NA,0.11203271774554284,NA,NA,0.0,NA,NA,43244.629049779534,NA,NA
2340,2023-10-03 05:00:00+00:00,0.19751695545391046,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,50366.82364074716,NA,NA
2342,2023-10-03 05:00:00+00:00,0.1023049541926825,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,5217.5526638268075,NA,NA
2345,2023-10-03 05:00:00+00:00,0.3555753863627145,NA,NA,0.0,NA,NA,0.3555753863627145,NA,NA,0.0,NA,NA,82849.06502251248,NA,NA
2349,2023-10-03 05:00:00+00:00,0.1179621057164388,NA,NA,0.0,NA,NA,0.07372631607277425,NA,NA,0.0,NA,NA,26954.341156206265,NA,NA
2350,2023-10-03 05:00:00+00:00,0.07632896512691019,NA,NA,0.0,NA,NA,0.07632896512691019,NA,NA,0.0,NA,NA,17784.648874570074,NA,NA
2351,2023-10-03 05:00:00+00:00,0.14127089007429372,4.307616707616708,4.166345817542414,0.0,0.0,0.0,0.03531772251857343,0.0,-0.03531772251857343,0.0,0.0,0.0,35247.087073536284,439376.9041769042,404129.8171033679
2353,2023-10-03 05:00:00+00:00,0.17797900635494285,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,9076.929324102086,NA,NA
2354,2023-10-03 05:00:00+00:00,0.08754356705581577,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,8929.443839693207,NA,NA
2355,2023-10-03 05:00:00+00:00,0.1480884994622233,1.6770614118997513,1.528972912437528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15944.195108766042,171060.26401377463,155116.0689050086
2356,2023-10-03 05:00:00+00:00,0.11279385462640093,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,11504.973171892894,NA,NA
2357,2023-10-03 05:00:00+00:00,0.10387609759565819,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,10595.361954757136,NA,NA
2360,2023-10-03 05:00:00+00:00,0.110207314466753,NA,NA,0.0,NA,NA,0.0551036572333765,NA,NA,0.0,NA,NA,21270.011692083328,NA,NA
2363,2023-10-03 05:00:00+00:00,0.19873495205060193,NA,NA,0.0,NA,NA,0.19873495205060193,NA,NA,0.0,NA,NA,63197.714752091415,NA,NA
2365,2023-10-03 05:00:00+00:00,0.21294789262723185,NA,NA,0.0,NA,NA,0.21294789262723185,NA,NA,0.0,NA,NA,71337.54403012268,NA,NA
2366,2023-10-03 05:00:00+00:00,1.208603336550393,NA,NA,0.0,NA,NA,0.6043016682751965,NA,NA,0.0,NA,NA,202441.05887219083,NA,NA
2375,2023-10-03 05:00:00+00:00,0.07915767421280286,NA,NA,0.0,NA,NA,0.23747302263840855,NA,NA,0.0,NA,NA,63405.29704445508,NA,NA
2378,2023-10-03 05:00:00+00:00,0.14144155077936738,3.100813583303856,2.9593720325244885,0.0,0.0,0.0,0.11069338756646142,0.0,-0.11069338756646142,0.0,0.0,0.0,39591.3349529377,474424.47824548994,434833.1432925522
2379,2023-10-03 05:00:00+00:00,0.12598266768226957,2.2857887874837024,2.159806119801433,0.0,0.0,0.0,0.08017078852508064,2.2857887874837024,2.2056179989586218,0.0,0.0,0.0,31530.025829935286,765739.2438070404,734209.217977105
2383,2023-10-03 05:00:00+00:00,0.1488563229125983,NA,NA,0.0,NA,NA,0.07442816145629914,NA,NA,0.0,NA,NA,21137.597853588955,NA,NA
2384,2023-10-03 05:00:00+00:00,0.24117533771700556,2.6507408527366194,2.409565515019614,0.0,0.0,0.0,0.18088150328775415,0.0,-0.18088150328775415,0.0,0.0,0.0,54445.332489614004,811126.7009374056,756681.3684477916
2387,2023-10-03 05:00:00+00:00,0.13153274814314653,3.2382711488732916,3.106738400730145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13416.340310600945,330303.65718507575,316887.3168744748
2388,2023-10-03 05:00:00+00:00,0.09566004997981166,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,14635.987646911182,NA,NA
2389,2023-10-03 05:00:00+00:00,0.13172249019519452,NA,NA,0.0,NA,NA,0.08781499346346303,NA,NA,0.0,NA,NA,47332.281476806565,NA,NA
2390,2023-10-03 05:00:00+00:00,0.09887098047619584,NA,NA,0.0,NA,NA,0.09887098047619584,NA,NA,0.0,NA,NA,30600.568457382615,NA,NA
2391,2023-10-03 05:00:00+00:00,0.1252768925156846,NA,NA,0.0,NA,NA,0.1252768925156846,NA,NA,0.0,NA,NA,37708.34464722107,NA,NA
2392,2023-10-03 05:00:00+00:00,0.09442355957215334,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,4815.601538179821,NA,NA
2395,2023-10-03 05:00:00+00:00,0.1802183343270081,NA,NA,0.0,NA,NA,0.09010916716350405,NA,NA,0.0,NA,NA,25591.00347443515,NA,NA
2396,2023-10-03 05:00:00+00:00,0.15490643057838097,NA,NA,0.0,NA,NA,0.15490643057838097,NA,NA,0.0,NA,NA,43993.4262842602,NA,NA
2398,2023-10-03 05:00:00+00:00,0.13100984890376768,NA,NA,0.0,NA,NA,0.03275246222594192,NA,NA,0.0,NA,NA,26005.455007397886,NA,NA
2399,2023-10-03 05:00:00+00:00,0.25484780649475247,NA,NA,0.0,NA,NA,0.12742390324737624,NA,NA,0.0,NA,NA,55684.24571910341,NA,NA
2400,2023-10-03 05:00:00+00:00,0.1389730012524375,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
2401,2023-10-03 05:00:00+00:00,0.14452706378909536,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,29483.521012975452,NA,NA
2403,2023-10-03 05:00:00+00:00,0.1758369606643532,NA,NA,0.0,NA,NA,0.1758369606643532,NA,NA,0.0,NA,NA,67873.06681644033,NA,NA
2405,2023-10-03 05:00:00+00:00,0.15810262422220217,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,16126.467670664622,NA,NA
2406,2023-10-03 05:00:00+00:00,0.08839099351638047,NA,NA,0.0,NA,NA,0.2651729805491414,NA,NA,0.0,NA,NA,75309.12647595616,NA,NA
2409,2023-10-03 05:00:00+00:00,0.0990318243953139,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,5050.623044161009,NA,NA
2411,2023-10-03 05:00:00+00:00,0.12554345491037724,NA,NA,0.0,NA,NA,0.07173911709164414,NA,NA,0.0,NA,NA,31349.99416904849,NA,NA
2412,2023-10-03 05:00:00+00:00,0.14239534770390344,NA,NA,0.0,NA,NA,0.07119767385195172,NA,NA,0.0,NA,NA,54039.03445363136,NA,NA
2414,2023-10-03 05:00:00+00:00,0.24089697436038363,NA,NA,0.0,NA,NA,0.24089697436038363,NA,NA,0.0,NA,NA,80700.48641072852,NA,NA
2415,2023-10-03 05:00:00+00:00,0.13147908723575943,NA,NA,0.0,NA,NA,0.05259163489430378,NA,NA,0.0,NA,NA,22982.544448810753,NA,NA
2418,2022-01-17 06:00:00+00:00,0.17175437909008975,NA,NA,0.0,NA,NA,0.14312864924174146,NA,NA,0.0,NA,NA,55247.65860731221,NA,NA
2419,2022-01-17 06:00:00+00:00,0.127955859169732,NA,NA,0.0,NA,NA,0.063977929584866,NA,NA,0.0,NA,NA,37746.97845507094,NA,NA
2420,2016-10-08 05:00:00+00:00,0.42886687807720186,0.260577992069107,-0.16828888600809488,0.0,0.0,0.0,0.35089108206316516,0.2345201928621963,-0.11637088920096886,0.0,0.0,0.0,123513.66088623414,128829.7592789665,5316.098392732369
2421,2021-05-12 05:00:00+00:00,0.1758479345769187,0.6266576116095364,0.45080967703261765,0.0,0.0,0.0,0.14328350224785968,0.5091593094327483,0.36587580718488866,0.0,0.0,0.0,64715.29636753899,186548.13775601386,121832.84138847487
2422,2021-06-16 05:00:00+00:00,0.17723532305784512,0.6025322024112286,0.4252968793533835,0.0,0.0,0.0,0.05907844101928171,0.4820257619289829,0.42294732090970116,0.0,0.0,0.0,28077.029094413632,130749.48792323661,102672.45882882297
2423,2021-06-16 05:00:00+00:00,0.17383889263475194,0.593379814526501,0.4195409218917491,0.0,0.0,0.0,0.10502766430016262,0.14834495363162525,0.04331728933146263,0.0,0.0,0.0,58576.46353071828,132917.07845393624,74340.61492321795
2424,2021-06-16 05:00:00+00:00,0.21490304112164774,0.7093572141450651,0.49445417302341743,0.0,0.0,0.0,0.17492107998273654,0.3152698729533623,0.14034879297062575,0.0,0.0,0.0,67729.44216931559,141792.6253607747,74063.1831914591
2425,2021-06-18 05:00:00+00:00,0.139715112502064,0.39796613247378215,0.2582510199717182,0.0,0.0,0.0,0.08941767200132096,0.39796613247378215,0.3085484604724612,0.0,0.0,0.0,45295.63947316915,153614.92713487992,108319.28766171078
2426,2021-06-18 05:00:00+00:00,0.17629313812243586,0.391286881221265,0.21499374309882913,0.0,0.0,0.0,0.1322198535918269,0.391286881221265,0.2590670276294381,0.0,0.0,0.0,53284.60099750623,137732.98218988528,84448.38119237905
2427,2021-07-18 05:00:00+00:00,0.1339871179166119,0.4407018249459555,0.3067147070293436,0.0,0.0,0.0,0.08039227074996713,0.22035091247297775,0.13995864172301062,0.0,0.0,0.0,31031.416509487313,107531.24528681314,76499.82877732582
2432,2018-10-26 05:00:00+00:00,0.3750160427807487,0.31234188716355366,-0.06267415561719503,0.0,0.0,0.0,0.09375401069518717,0.34357607587990907,0.2498220651847219,0.0,0.0,0.0,40970.50267379679,116690.92904430366,75720.42637050687
2433,2020-05-09 05:00:00+00:00,1.2896866264528468,0.4300136372109451,-0.8596729892419017,0.0,0.0,0.0,0.0,0.3870122734898506,0.3870122734898506,0.0,0.0,0.0,65774.01794909519,214791.8117868671,149017.79383777193
2440,2021-07-19 05:00:00+00:00,0.21910218744638352,0.587320942822303,0.3682187553759194,0.0,0.0,0.0,0.18567981986981655,0.43461749768850416,0.2489376778186876,0.0,0.0,0.0,110314.23778285671,186826.79191177458,76512.55412891787
2441,2021-07-19 05:00:00+00:00,0.19373001422910388,0.8103559845089011,0.6166259702797973,0.0024837181311423576,0.0,-0.0024837181311423576,0.14902308786854143,0.3275907171418962,0.17856762927335476,0.0024837181311423576,0.0,-0.0024837181311423576,69899.27936473937,267555.40782147076,197656.12845673139
2442,2021-07-19 05:00:00+00:00,0.19913019037526802,0.6727963931408839,0.4736662027656159,0.0006242325717093042,0.0,-0.0006242325717093042,0.15793084064245397,0.39503641432125297,0.237105573678799,0.0006242325717093042,0.0,-0.0006242325717093042,84682.76644551249,187315.15727198537,102632.39082647288
2445,2021-09-30 05:00:00+00:00,0.14567995612650192,1.0624166767664527,0.9167367206399508,0.0,0.0,0.0,0.14567995612650192,1.0624166767664527,0.9167367206399508,0.0,0.0,0.0,41373.10753992655,355909.58671676164,314536.4791768351
2448,2014-07-02 05:00:00+00:00,0.6961010084967839,0.18160302161363262,-0.5144979868831513,0.0,0.0044293419905764055,0.0044293419905764055,1.044151512745176,0.13288025971729217,-0.9112712530278837,0.0,0.0044293419905764055,0.0044293419905764055,985679.028031446,93255.36626959564,-892423.6617618504
2449,2022-03-02 06:00:00+00:00,0.1810920557480924,1.011913007341737,0.8308209515936447,0.0,0.0,0.0,0.10624067270554753,1.2142956088100845,1.1080549361045369,0.0,0.0,0.0,54757.408536736526,629207.5079650921,574450.0994283556
2450,2022-08-18 05:00:00+00:00,0.16777996822784083,1.1602911978821973,0.9925112296543565,0.0,0.0,0.0,0.05243124007120026,0.0,-0.05243124007120026,0.0,0.0,0.0,35165.632715754014,59174.85109199206,24009.218376238045
2451,2022-09-20 05:00:00+00:00,0.12119620069405079,NA,NA,0.0,NA,NA,0.09695696055524063,NA,NA,0.0,NA,NA,31244.380538926293,NA,NA
2452,2023-02-17 06:00:00+00:00,0.21711992866696386,NA,NA,0.0,NA,NA,0.21711992866696386,NA,NA,0.0,NA,NA,105954.52518947837,NA,NA
2453,2023-02-17 06:00:00+00:00,0.21711992866696386,NA,NA,0.0,NA,NA,0.21711992866696386,NA,NA,0.0,NA,NA,105954.52518947837,NA,NA
2454,2023-02-17 06:00:00+00:00,0.17622934341200597,1.209103448275862,1.0328741048638561,0.0,0.0,0.0,0.10573760604720357,1.6121379310344828,1.5064003249872793,0.0,0.0,0.0,47079.66909251739,1214745.9310344828,1167666.2619419654
2455,2023-02-17 06:00:00+00:00,0.21711992866696386,NA,NA,0.0,NA,NA,0.21711992866696386,NA,NA,0.0,NA,NA,105954.52518947837,NA,NA
2456,2023-02-17 06:00:00+00:00,0.16492696252925637,1.0181184668989547,0.8531915043696983,0.0,0.0,0.0,0.12644400460576322,1.0181184668989547,0.8916744622931915,0.0,0.0,0.0,55486.92776025949,2356944.25087108,2301457.3231108203
2457,2022-08-17 05:00:00+00:00,0.16479620644979784,1.117421531039487,0.9526253245896892,0.0003841403413748201,0.02148887559691321,0.021104735255538392,0.1275345933364403,0.6876440191012227,0.5601094257647825,0.0003841403413748201,0.02148887559691321,0.021104735255538392,59076.94310003359,338277.8796466078,279200.93654657423
2458,2023-09-26 05:00:00+00:00,0.11293684761126843,NA,NA,0.0,NA,NA,0.0790557933278879,NA,NA,0.0,NA,NA,56332.89958850069,NA,NA
2459,2023-09-26 05:00:00+00:00,0.08689790536990592,NA,NA,0.0,NA,NA,0.08689790536990592,NA,NA,0.0,NA,NA,24679.00512505328,NA,NA
2460,2023-09-26 05:00:00+00:00,0.09626514094947343,NA,NA,0.0,NA,NA,0.09626514094947343,NA,NA,0.0,NA,NA,27339.300029650454,NA,NA
2461,2023-09-26 05:00:00+00:00,0.1614847333598795,NA,NA,0.0,NA,NA,0.07453141539686746,NA,NA,0.0,NA,NA,83661.51378298373,NA,NA
2462,2023-09-26 05:00:00+00:00,0.3365713188711845,NA,NA,0.0,NA,NA,0.11219043962372817,NA,NA,0.0,NA,NA,43305.50969475907,NA,NA
2463,2023-09-26 05:00:00+00:00,0.24809668015736,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12652.93068802536,NA,NA
2464,2023-01-17 06:00:00+00:00,0.1468228464323191,1.9846691247816808,1.8378462783493617,0.0,0.0,0.0,0.07682590801691117,1.7011449640985834,1.6243190560816723,0.0,0.0,0.0,33311.71371613268,569883.5629730255,536571.8492568928
2465,2022-09-22 05:00:00+00:00,0.11356540439699957,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,17375.506872740934,NA,NA
2466,2022-09-22 05:00:00+00:00,0.18548062884831046,NA,NA,0.0,NA,NA,0.18548062884831046,NA,NA,0.0,NA,NA,81055.03480671167,NA,NA
2467,2022-09-22 05:00:00+00:00,0.16518117921950667,NA,NA,0.0,NA,NA,0.16518117921950667,NA,NA,0.0,NA,NA,46911.4548983399,NA,NA
2469,2022-09-22 05:00:00+00:00,0.14565090969510675,NA,NA,0.0,NA,NA,0.07282545484755337,NA,NA,0.0,NA,NA,31824.723768380827,NA,NA
2470,2022-09-22 05:00:00+00:00,0.19431206082503932,0.7178773237245107,0.5235652628994714,0.0,0.0,0.0,0.09715603041251966,0.0,-0.09715603041251966,0.0,0.0,0.0,35024.74896371334,109835.23052985015,74810.4815661368
2472,2023-08-31 05:00:00+00:00,0.10362265560538753,4.883565459610027,4.77994280400464,0.0,0.0,0.0,0.11398492116592628,4.883565459610027,4.769580538444101,0.0,0.0,0.0,50339.88609309726,1635994.4289693593,1585654.542876262
2474,2022-09-30 05:00:00+00:00,0.09183577257917509,NA,NA,0.0,NA,NA,0.18367154515835019,NA,NA,0.0,NA,NA,52162.71882497145,NA,NA
2476,2023-03-10 06:00:00+00:00,0.15747368252967078,1.5266457680250785,1.3691720854954077,0.0,0.0,0.0,0.11081481363199056,1.5266457680250785,1.4158309543930878,0.0,0.0,0.0,38907.664302053105,2061735.1097178683,2022827.445415815
2477,2023-03-10 06:00:00+00:00,0.13246894550729893,NA,NA,0.0,NA,NA,0.13246894550729893,NA,NA,0.0,NA,NA,30865.264303200653,NA,NA
2480,2023-03-10 06:00:00+00:00,0.1552218720118993,NA,NA,0.0,NA,NA,0.05174062400396643,NA,NA,0.0,NA,NA,25249.424513935617,NA,NA
2481,2023-03-10 06:00:00+00:00,0.1377132623244415,4.758957654723127,4.621244392398685,0.0,0.0,0.0,0.04131397869733245,4.758957654723127,4.717643676025794,0.0,0.0,0.0,33505.63672353662,1351543.973941368,1318038.3372178315
2483,2023-03-10 06:00:00+00:00,0.13246894550729893,NA,NA,0.0,NA,NA,0.13246894550729893,NA,NA,0.0,NA,NA,30865.264303200653,NA,NA
2484,2023-01-05 06:00:00+00:00,0.15288408993136166,0.8157453936348409,0.6628613037034792,0.0,0.0,0.0,0.12457222142555394,0.8157453936348409,0.691173172209287,0.0,0.0,0.0,50921.72669454575,190068.67671691795,139146.95002237218
2485,2023-07-20 05:00:00+00:00,0.16693959518644247,1.955387017622128,1.7884474224356854,0.0015191671958321358,0.0,-0.0015191671958321358,0.1331803241679506,1.530302883356448,1.3971225591884975,0.0016879635509245954,0.0,-0.0016879635509245954,71089.93531803007,842346.7204608715,771256.7851428414
2486,2023-09-29 05:00:00+00:00,0.15129265321590327,3.960627380107145,3.8093347268912416,0.0014881244578613436,0.0,-0.0014881244578613436,0.126986620404168,3.677725424385206,3.550738803981038,0.0014881244578613436,0.0,-0.0014881244578613436,68700.25768014083,1145470.018718131,1076769.76103799
2487,2018-05-01 05:00:00+00:00,0.14591274531018528,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,22324.650032458347,NA,NA
2488,2018-05-01 05:00:00+00:00,0.14591274531018528,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,22324.650032458347,NA,NA
2489,2023-06-06 05:00:00+00:00,0.09766369196831445,NA,NA,0.0,NA,NA,0.09766369196831445,NA,NA,0.0,NA,NA,26076.20575553996,NA,NA
2490,2023-06-06 05:00:00+00:00,0.1103627138702489,2.9268781302170286,2.8165154163467796,0.0,0.0,0.0,0.03678757129008297,1.4634390651085143,1.4266514938184314,0.0,0.0,0.0,17952.33478956049,490252.0868113523,472299.7520217918
2491,2023-06-06 05:00:00+00:00,0.09812723181802917,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,10008.977645438974,NA,NA
2492,2023-06-06 05:00:00+00:00,1.3320164108798054,76.22608695652174,74.89407054564194,0.0,0.0,0.0,0.0,76.22608695652174,76.22608695652174,0.0,0.0,0.0,203798.51086461023,21648208.695652176,21444410.184787564
2494,2023-06-06 05:00:00+00:00,0.1145987214516361,NA,NA,0.0,NA,NA,0.2291974429032722,NA,NA,0.0,NA,NA,59247.538990495865,NA,NA
2497,2023-06-06 05:00:00+00:00,0.12196513294282971,NA,NA,0.0,NA,NA,0.020327522157138286,NA,NA,0.0,NA,NA,24433.68163288022,NA,NA
2499,2023-06-07 05:00:00+00:00,0.1280137856506564,2.1448495228774163,2.01683573722676,0.0,0.0,0.0,0.0,1.0724247614387081,1.0724247614387081,0.0,0.0,0.0,6528.703068183478,413955.9579153413,407427.2548471578
2500,2023-06-07 05:00:00+00:00,0.13317128750474744,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,13583.471325484239,NA,NA
2501,2023-06-07 05:00:00+00:00,0.07738005914286976,NA,NA,0.0,NA,NA,0.07738005914286976,NA,NA,0.0,NA,NA,183081.21993202984,NA,NA
2503,2015-11-01 05:00:00+00:00,0.2774753102051152,0.20887342737323678,-0.0686018828318784,0.0,0.0026109178421654597,0.0026109178421654597,0.1040532413269182,0.16448782405642395,0.06043458272950575,0.0,0.0026109178421654597,0.0026109178421654597,43702.36135730564,76823.64658787649,33121.285230570844
2504,2023-09-07 05:00:00+00:00,0.12997257024241976,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,6628.601082363407,NA,NA
2505,2023-12-08 06:00:00+00:00,0.14004117435992702,2.1390922401171304,1.9990510657572034,0.0,0.0,0.0,0.11649442822861186,2.1390922401171304,2.0225978118885184,0.0,0.0,0.0,47714.38277904027,498408.49194729136,450694.1091682511
2506,2023-12-08 06:00:00+00:00,0.15786061588330633,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,18114.5056726094,NA,NA
2507,2023-12-08 06:00:00+00:00,0.25413115324404245,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12960.688815446165,NA,NA
2508,2023-12-08 06:00:00+00:00,0.10754508649245491,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
2509,2023-12-08 06:00:00+00:00,0.14327743453957045,NA,NA,0.0,NA,NA,0.14327743453957045,NA,NA,0.0,NA,NA,55305.0897322742,NA,NA
2510,2024-06-06 05:00:00+00:00,0.08306406526868372,NA,NA,0.0,NA,NA,0.08306406526868372,NA,NA,0.0,NA,NA,19353.92720760331,NA,NA
2511,2024-06-06 05:00:00+00:00,0.12408217667733133,46.87700534759359,46.752923170916254,0.0,0.0,0.0,0.09054645325102557,0.0,-0.09054645325102557,0.0,0.0,0.0,26912.418049610376,4781454.545454546,4754542.127404936
2514,2024-06-06 05:00:00+00:00,0.13229501516729297,NA,NA,0.0,NA,NA,0.0881966767781953,NA,NA,0.0,NA,NA,27296.871462851446,NA,NA
2515,2024-07-05 05:00:00+00:00,0.10800754056751395,NA,NA,0.0,NA,NA,0.054003770283756976,NA,NA,0.0,NA,NA,18091.263045058586,NA,NA
2518,2023-08-28 05:00:00+00:00,0.12145816302495392,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12388.7326285453,NA,NA
2523,2022-07-07 05:00:00+00:00,0.09286312065002066,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
2524,2023-09-30 05:00:00+00:00,1.0429506246281974,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,106380.96371207615,NA,NA
2525,2023-09-30 05:00:00+00:00,0.11164461199485462,NA,NA,0.0,NA,NA,0.08683469821822026,NA,NA,0.0,NA,NA,37946.76312136225,NA,NA
2526,2022-04-30 05:00:00+00:00,0.6394339485009848,NA,NA,0.0,NA,NA,0.21314464950032827,NA,NA,0.0,NA,NA,82273.83470712672,NA,NA
2527,2022-04-30 05:00:00+00:00,0.09900498074338443,NA,NA,0.0,NA,NA,0.09900498074338443,NA,NA,0.0,NA,NA,28117.414531121176,NA,NA
2528,2022-08-31 05:00:00+00:00,0.19592767260454616,NA,NA,0.0,NA,NA,0.3918553452090923,NA,NA,0.0,NA,NA,101294.60673655037,NA,NA
2538,2022-02-28 06:00:00+00:00,0.15500010609179063,0.5918973666441594,0.43689726055236877,0.0,0.0,0.0,0.15500010609179063,0.0,-0.15500010609179063,0.0,0.0,0.0,53506.036622886124,60373.53139770425,6867.494774818129
2549,2022-03-03 06:00:00+00:00,0.27457244878782183,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,14003.194888178914,NA,NA
2553,2023-10-05 05:00:00+00:00,0.08677403708139891,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,4425.4758911513445,NA,NA
2554,2023-05-29 05:00:00+00:00,0.14556383985652843,NA,NA,0.0,NA,NA,0.07278191992826422,NA,NA,0.0,NA,NA,24381.943175968514,NA,NA
2555,2022-01-31 06:00:00+00:00,0.1975125050696228,NA,NA,0.0,NA,NA,0.1975125050696228,NA,NA,0.0,NA,NA,46020.41368122212,NA,NA
2556,2022-01-31 06:00:00+00:00,0.1975125050696228,NA,NA,0.0,NA,NA,0.1975125050696228,NA,NA,0.0,NA,NA,46020.41368122212,NA,NA
2557,2022-04-29 05:00:00+00:00,0.21013016276338187,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,21433.27660186495,NA,NA
2558,2022-05-31 05:00:00+00:00,0.23791559234631565,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,24267.390419324194,NA,NA
2559,2022-03-31 05:00:00+00:00,0.09833858718210477,NA,NA,0.0,NA,NA,0.19667717436420953,NA,NA,0.0,NA,NA,45825.78162686082,NA,NA
2561,2022-01-31 06:00:00+00:00,0.10187574088278362,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,10391.32557004393,NA,NA
2565,2022-10-31 05:00:00+00:00,0.11124789014810207,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,17020.92719265962,NA,NA
2569,2023-05-31 05:00:00+00:00,0.1375080393417936,NA,NA,0.0,NA,NA,0.1375080393417936,NA,NA,0.0,NA,NA,32039.37316663791,NA,NA
2572,2021-10-31 05:00:00+00:00,0.13792343880296426,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,14068.190757902355,NA,NA
2577,2023-03-31 05:00:00+00:00,0.1530029846578116,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,7803.1522175483915,NA,NA
2579,2022-09-14 05:00:00+00:00,0.23884907768180702,NA,NA,0.0,NA,NA,0.11942453884090351,NA,NA,0.0,NA,NA,40007.220511702675,NA,NA
2585,2023-07-31 05:00:00+00:00,0.13704369577112485,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,13978.456968654733,NA,NA
2586,2023-07-31 05:00:00+00:00,0.09002495558316988,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,4591.272734741664,NA,NA
2591,2024-02-13 06:00:00+00:00,0.130703166935051,14.757575757575756,14.626872590640705,0.0,0.0,0.0,0.0653515834675255,0.0,-0.0653515834675255,0.0,0.0,0.0,25225.71121846484,1505272.727272727,1480047.0160542622
2592,2023-12-07 06:00:00+00:00,0.22781138901016654,NA,NA,0.0,NA,NA,0.20503025010914988,NA,NA,0.0,NA,NA,67523.29570261337,NA,NA
2595,2024-03-15 05:00:00+00:00,0.10629448641307643,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,5421.018807066898,NA,NA
2598,2024-05-23 05:00:00+00:00,0.09690363803185903,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,9884.171079249621,NA,NA
2599,2024-04-01 05:00:00+00:00,0.07917483313312319,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,8075.832979578565,NA,NA
2600,2024-04-01 05:00:00+00:00,0.15129183134567922,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12859.805664382733,NA,NA
2601,2024-04-01 05:00:00+00:00,0.11881107602228216,NA,NA,0.0,NA,NA,0.17821661403342326,NA,NA,0.0,NA,NA,47583.83594692401,NA,NA
2602,2024-03-11 05:00:00+00:00,0.15499133632731002,NA,NA,0.0,NA,NA,0.13561741928639628,NA,NA,0.0,NA,NA,57288.67268998197,NA,NA
2603,2024-03-14 05:00:00+00:00,0.11679746312605757,NA,NA,0.0,NA,NA,0.07786497541737172,NA,NA,0.0,NA,NA,29063.102074533992,NA,NA
