,moped_component_id,substantial_completion_date_x,pre_annualized_crash_rate,post_annualized_crash_rate
1239,1498,2019-08-16 05:00:00+00:00,0.2401491220018499,0.42078460696582154
1240,1499,2019-08-16 05:00:00+00:00,0.24019728729963008,0.44418545730934883
1241,1500,2021-04-08 05:00:00+00:00,0.23235064439899933,1.5637747517393115
1242,1501,2021-04-08 05:00:00+00:00,0.2392045863298198,1.5637747517393115
1243,1502,2019-01-03 06:00:00+00:00,0.2282982626109157,0.5202438043091209
1244,1503,2019-06-11 05:00:00+00:00,0.23778062831156868,0.41466241168556567
1245,1504,2019-01-04 06:00:00+00:00,0.29753580883850383,0.3226435203410498
1246,1505,2019-08-12 05:00:00+00:00,0.21506364009269666,0.3898707297664875
1247,1506,2019-08-12 05:00:00+00:00,0.9360384410037373,
1248,1508,2019-08-19 05:00:00+00:00,0.297909940526763,0.21551321450522434
1249,1509,2019-08-19 05:00:00+00:00,0.17461803549730084,
1250,1510,2019-08-19 05:00:00+00:00,0.26720788582228017,0.4421196813523149
1251,1511,2020-09-10 05:00:00+00:00,0.17055590832792383,0.4527191034447141
1252,1512,2019-08-19 05:00:00+00:00,0.2081344825129995,0.2934815360407111
1253,1513,2019-08-19 05:00:00+00:00,0.17607713166616448,0.2436963109171277
1254,1515,2019-08-19 05:00:00+00:00,0.3191233754414067,0.6034993164629169
1255,1516,2020-09-10 05:00:00+00:00,0.1913764872830477,0.5109880501311571
1256,1517,2019-08-19 05:00:00+00:00,0.28951974899040694,0.34151738754392663
1257,1518,2019-08-19 05:00:00+00:00,0.18567778186432618,0.5102741719541302
1258,1519,2020-09-10 05:00:00+00:00,0.21000404741400505,0.5645726062594701
1259,1520,2019-08-19 05:00:00+00:00,0.22323709922497728,0.4316896270939532
1260,1521,2019-08-19 05:00:00+00:00,0.2253833873655719,0.5403629895118751
1261,1522,2019-08-19 05:00:00+00:00,0.19860911066353396,0.34706660226309916
1262,1523,2021-06-10 05:00:00+00:00,0.1678883655367282,0.6057512907333735
1263,1524,2021-06-10 05:00:00+00:00,0.139272246391372,
1264,1525,2021-06-10 05:00:00+00:00,0.1335608611521643,11.861975642760486
1265,1526,2021-06-10 05:00:00+00:00,0.1746389082577946,0.4198074804846511
1266,1527,2021-06-10 05:00:00+00:00,0.16864255146612056,0.6084917666113917
1267,1528,2021-06-10 05:00:00+00:00,0.16807013792505063,0.6057512907333735
1268,1529,2021-06-10 05:00:00+00:00,0.2028419668682619,1.5424951610065107
1269,1530,2021-06-10 05:00:00+00:00,0.16024583757543923,0.687122772263117
1270,1531,2021-06-10 05:00:00+00:00,0.16196571549759445,0.687122772263117
1271,1532,2022-05-05 05:00:00+00:00,0.16833574974315646,0.598975059788179
1272,1533,2021-10-19 05:00:00+00:00,0.1792034021870488,0.7098815805047001
1273,1534,2021-06-10 05:00:00+00:00,0.18136125225762328,0.7230253277827492
1274,1535,2021-06-10 05:00:00+00:00,0.18001120185073513,0.7077505385233963
1275,1536,2021-06-10 05:00:00+00:00,0.18233023279032232,0.7261107535856967
1276,1537,2021-01-04 06:00:00+00:00,0.18294505484974524,0.5935172580909551
1277,1540,2019-08-12 05:00:00+00:00,0.2924277391786937,0.37367321710217827
