,moped_component_id,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,pre_annualized_cost,post_annualized_cost
30,48,2023-04-01 05:00:00+00:00,0.1424118716014083,1.4525269262634632,0.0,0.0,0.09155048888661962,1.4525269262634632,0.0,0.0,78214.63433880203,387824.6893123447
31,49,2021-06-28 05:00:00+00:00,0.19848296162119328,,0.0,,0.0,,0.0,,30367.893128042568,
32,50,2024-01-02 06:00:00+00:00,0.4201898188093184,,0.0,,0.0,,0.0,,42859.361518550475,
33,51,2022-03-31 05:00:00+00:00,0.19826602351131767,1.5922548770298253,0.0,0.0,0.15271842351547443,0.6369019508119301,0.0,0.0,81125.63413377281,723520.6161223525
34,52,2022-09-18 05:00:00+00:00,0.21635362934077054,6.108710801393728,0.0,0.0,0.12981217760446231,6.108710801393728,0.0,0.0,137990.34479354345,1734873.8675958188
35,54,2022-04-23 05:00:00+00:00,0.24877259698612256,,0.0,,0.24877259698612256,,0.0,,108713.62488293556,
36,55,2022-04-23 05:00:00+00:00,0.1288151533408767,1.2327380115314304,0.0,0.0,0.06440757667043835,0.0,0.0,0.0,98479.18472910023,157174.09647025735
37,56,2022-04-23 05:00:00+00:00,0.19117351664736423,0.899353647276085,0.0,0.0,0.14505709815786846,0.5586893869442346,0.0,0.0,74332.12028204161,214959.14826939758
38,57,2022-03-25 05:00:00+00:00,0.22054217246367694,0.9349830105593564,0.00459462859299327,0.0,0.22054217246367694,0.6678450075423974,0.00459462859299327,0.0,142166.99792439776,237352.11568056804
39,58,2022-03-25 05:00:00+00:00,0.14911875095687083,3.5764993880048963,0.0,0.0,0.06778125043494128,4.7686658506731945,0.0,0.0,35842.72522999695,1232700.122399021
40,59,2022-03-25 05:00:00+00:00,0.16262522885442154,0.93324816352603,0.0016385413486591591,0.0,0.14337236800767644,0.8814010433301395,0.0016385413486591591,0.0,75171.36145243625,536280.687746194
41,60,2024-02-20 06:00:00+00:00,0.5523629489603025,,0.0,,0.27618147448015123,,0.0,,106606.04914933837,
42,61,2023-04-11 05:00:00+00:00,0.0789864931835179,,0.0,,0.1579729863670358,,0.0,,40836.01697587875,
43,62,2024-02-01 06:00:00+00:00,0.07771965599787216,,0.0,,0.05181310399858143,,0.0,,17357.38983952478,
44,64,2023-01-12 06:00:00+00:00,0.15982934033475552,,0.0,,0.0,,0.0,,16302.592714145061,
45,65,2024-05-23 05:00:00+00:00,0.14172311771458135,,0.0,,0.0,,0.0,,46981.21352238372,
46,66,2024-02-20 06:00:00+00:00,0.11547398871342533,,0.0,,0.023094797742685066,,0.0,,12448.09598330725,
47,69,2023-02-23 06:00:00+00:00,0.2215986652510238,,0.0,,0.0,,0.0,,16952.29789170332,
48,70,2023-09-04 05:00:00+00:00,0.14390098353818026,2.192646155945153,0.00022519715733674534,0.0,0.10471667816158658,1.4617641039634355,0.00022519715733674534,0.0,49244.53798629811,689022.4435500376
49,71,2023-09-04 05:00:00+00:00,0.13346710441436554,,0.0,,0.12644251997150419,,0.0,,47015.54367607098,
50,72,2023-09-04 05:00:00+00:00,0.13204748362626742,,0.0,,0.11119788094843572,,0.0,,42922.38204609619,
51,73,2023-09-04 05:00:00+00:00,0.13346710441436554,,0.0,,0.12644251997150419,,0.0,,47015.54367607098,
52,74,2021-12-01 06:00:00+00:00,0.17073309392736336,0.7639215686274511,0.0023072039719913965,0.0,0.1315106264035096,0.9071568627450981,0.0023072039719913965,0.0,80013.83374866164,277112.5490196079
53,75,2021-12-01 06:00:00+00:00,0.17073309392736336,0.7998776206885447,0.0023072039719913965,0.0,0.1315106264035096,0.9410324949276997,0.0023072039719913965,0.0,80013.83374866164,284050.6585939262
54,77,2021-12-01 06:00:00+00:00,0.17073309392736336,0.7998776206885447,0.0023072039719913965,0.0,0.1315106264035096,0.9410324949276997,0.0023072039719913965,0.0,80013.83374866164,284050.6585939262
55,78,2023-07-14 05:00:00+00:00,0.15484076095596416,,0.0,,0.15484076095596416,,0.0,,151434.26421493295,
56,79,2023-01-02 06:00:00+00:00,0.14881942699597306,1.6428915662650603,0.0,0.0,0.08929165619758385,0.9387951807228916,0.0,0.0,63188.72870249017,827078.5542168674
57,81,2024-04-18 05:00:00+00:00,0.13403986471740367,,0.0,,0.11576170134684861,,0.0,,35051.42462360106,
58,82,2024-01-26 06:00:00+00:00,0.19445867618663862,4.88628762541806,0.002663817482008748,0.0,0.15716523143851613,14.658862876254181,0.002663817482008748,0.0,86693.93995197471,3415515.050167224
59,83,2023-04-24 05:00:00+00:00,0.1557562216664029,1.7626174130353605,0.0,0.0,0.1467006273834725,0.7554074627294403,0.0,0.0,78294.66817021625,330113.06121276534
60,84,2023-06-14 05:00:00+00:00,0.17583436935721763,1.659643523652395,0.0035884565174942374,0.0,0.11124215204232135,1.1854596597517106,0.0035884565174942374,0.0,73416.2318914146,457587.4286641603
61,85,2023-08-28 05:00:00+00:00,0.14524828746381702,2.4832079569418655,0.0005243620486058376,0.0,0.11221347840164925,3.310943942589154,0.0005243620486058376,0.0,61238.146208481354,1192767.5553177425
62,86,2022-10-03 05:00:00+00:00,0.16546553462016167,,0.0,,0.1489189811581455,,0.0,,82650.03454277075,
63,87,2022-10-03 05:00:00+00:00,0.2088352775814559,,0.0,,0.2088352775814559,,0.0,,65226.21836460806,
64,88,2022-10-03 05:00:00+00:00,0.2088352775814559,,0.0,,0.2088352775814559,,0.0,,65226.21836460806,
65,89,2022-10-04 05:00:00+00:00,0.8969610150414408,,0.0,,0.8969610150414408,,0.0,,254736.9282717692,
66,90,2022-10-04 05:00:00+00:00,0.16210218762135473,,0.0,,0.16210218762135473,,0.0,,37769.80971577565,
67,91,2022-10-04 05:00:00+00:00,0.20000456318875628,1.2183460736622655,0.0,0.0,0.20000456318875628,0.0,0.0,0.0,67001.52866823335,124271.29951355107
68,92,2022-10-04 05:00:00+00:00,0.16210218762135473,,0.0,,0.16210218762135473,,0.0,,37769.80971577565,
69,93,2024-02-20 06:00:00+00:00,0.11720818291215401,,0.0,,0.11720818291215401,,0.0,,33287.12394705174,
70,94,2022-10-06 05:00:00+00:00,0.12279661373091955,,0.0,,0.06822034096162197,,0.0,,61002.62888788237,
71,95,2022-10-06 05:00:00+00:00,0.1983423310670379,1.296170338607127,0.0,0.0,0.14356206820090361,0.4985270533104335,0.0,0.0,79782.7304280706,263621.1057905572
72,96,2022-10-06 05:00:00+00:00,0.17335264816741874,1.28417773734165,0.0,0.0,0.1377697361751591,0.7434713216188501,0.0,0.0,75648.35851318522,307661.9505462732
73,97,2024-04-16 05:00:00+00:00,0.13710596872033934,,0.0,,0.07937713978545961,,0.0,,30271.554672727554,
74,98,2024-04-16 05:00:00+00:00,0.13746199299034983,,0.0,,0.11364967924399003,,0.0,,60341.48541117333,
75,99,2024-04-16 05:00:00+00:00,0.15018506913518817,8.656922773059451,0.0014101884425839265,0.0,0.12339148872609358,15.582460991507011,0.0014101884425839265,0.0,68667.71602318173,4072216.4724471658
76,100,2024-04-16 05:00:00+00:00,0.08647272942499483,,0.0,,0.028824243141664943,,0.0,,14066.230653132492,
77,101,2024-04-16 05:00:00+00:00,0.15166820435099979,8.656922773059451,0.0013663802193783765,0.0,0.12126624446983092,15.582460991507011,0.0013663802193783765,0.0,67402.85303182562,4072216.4724471658
78,102,2024-04-16 05:00:00+00:00,0.2891447042913217,,0.0,,0.2891447042913217,,0.0,,67370.71609987796,
79,104,2024-04-16 05:00:00+00:00,0.13039015900876108,,0.0,,0.2281827782653319,,0.0,,66466.38355471597,
80,105,2022-07-04 05:00:00+00:00,0.1563053485752805,0.9056720735613184,0.0005876140923882726,0.0,0.09813155342884151,0.7192101760633999,0.0005876140923882726,0.0,55510.72807973533,268105.5711880785
81,107,2023-04-23 05:00:00+00:00,0.1412006728443783,1.5917922643907751,0.0,0.0,0.09077186111424318,1.5917922643907751,0.0,0.0,77549.42667860175,425008.534592337
82,108,2023-08-25 05:00:00+00:00,0.13265738498789348,,0.0,,0.0994930387409201,,0.0,,38404.31295399516,
83,110,2023-08-25 05:00:00+00:00,0.12131192914475504,,0.0,,0.04549197342928314,,0.0,,50041.17077221146,
84,111,2023-08-25 05:00:00+00:00,0.19036244000955505,,0.0,,0.09518122000477752,,0.0,,41594.19314208777,
85,112,2023-08-25 05:00:00+00:00,0.1351672243381185,,0.0,,0.0,,0.0,,6893.528441244044,
86,113,2023-08-25 05:00:00+00:00,0.14105954799028064,1.7688365147907503,0.000379192333307206,0.0,0.09745242965995193,2.299487469227975,0.000379192333307206,0.0,51943.28258575431,1461766.495823076
87,114,2024-02-01 06:00:00+00:00,0.11632568283310832,3.3897911832946637,0.0,0.0,0.07712898535673486,3.3897911832946637,0.0,0.0,32931.54792813376,1135580.0464037124
88,115,2023-08-25 05:00:00+00:00,0.19032229049257005,2.054370752284978,0.0,0.0,0.09969262835325098,0.0,0.0,0.0,42179.044759639095,209545.81673306774
89,116,2023-08-25 05:00:00+00:00,0.07521300054054518,,0.0,,0.0,,0.0,,7671.7260551356085,
90,117,2023-08-25 05:00:00+00:00,0.1542370316673294,,0.0,,0.03084740633346588,,0.0,,20559.79632125501,
91,118,2024-02-20 06:00:00+00:00,0.07453701341768278,,0.0,,0.07453701341768278,,0.0,,21168.511810621905,
92,119,2023-08-16 05:00:00+00:00,0.20773988672180488,,0.0,,0.0,,0.0,,42378.936891248195,
93,120,2023-05-04 05:00:00+00:00,0.18386664709002162,1.6176416312972872,0.0,0.0,0.13133331935001544,3.2352832625945744,0.0,0.0,43996.66198225517,1001320.1697730208
94,121,2024-02-20 06:00:00+00:00,0.07453701341768278,,0.0,,0.07453701341768278,,0.0,,21168.511810621905,
95,123,2023-06-12 05:00:00+00:00,0.08977050456225871,,0.0,,0.0,,0.0,,4578.295732675194,
96,124,2023-06-12 05:00:00+00:00,0.19241828917619683,,0.0,,0.0,,0.0,,29439.998243958114,
97,125,2023-06-12 05:00:00+00:00,0.19589901325212353,,0.0,,0.053427003614215506,,0.0,,28797.154948062158,
98,126,2023-06-12 05:00:00+00:00,0.14812186343590003,2.6507408527366194,0.0,0.0,0.049373954478633346,0.0,0.0,0.0,27451.91869012014,270375.56697913515
99,128,2023-06-12 05:00:00+00:00,0.12733875653689716,,0.0,,0.04775203370133643,,0.0,,24926.56159209762,
100,129,2023-06-12 05:00:00+00:00,0.19853690575951805,0.9693685723764237,0.0,0.0,0.09926845287975902,1.9387371447528474,0.0,0.0,28192.24061785156,451725.7547274134
101,130,2024-03-26 05:00:00+00:00,0.1570344589320674,6.058051140290256,0.0,0.0,0.08973397653260995,6.058051140290256,0.0,0.0,42290.3412258686,1566006.2197650312
102,131,2023-09-14 05:00:00+00:00,0.14713402523288668,,0.0,,0.34331272554340225,,0.0,,155569.70934623884,
103,132,2024-01-31 06:00:00+00:00,0.13310823309194414,,0.0040335828209680045,,0.12504106745000815,,0.0040335828209680045,,62931.959172742805,
104,133,2024-01-31 06:00:00+00:00,0.13428674272786137,9.805369127516778,0.001500410533272194,0.0,0.11103037946214236,2.4513422818791946,0.001500410533272194,0.0,58679.55554574224,1446291.9463087248
105,135,2023-09-09 05:00:00+00:00,0.14233927766794807,2.551965065502183,0.0,0.0,0.04892912669835715,0.850655021834061,0.0,0.0,26145.946066631215,328352.83842794754
106,136,2024-05-29 05:00:00+00:00,0.44831995090267485,,0.0,,0.0,,0.0,,22864.317496036416,
107,137,2024-04-16 05:00:00+00:00,0.07566485114757494,,0.0,,0.07566485114757494,,0.0,,25347.725134437605,
108,138,2024-04-16 05:00:00+00:00,0.09705813966362921,,0.0,,0.19411627932725842,,0.0,,45229.09308325122,
109,139,2023-12-06 06:00:00+00:00,0.13960821786908742,,0.0,,0.0,,0.0,,14240.038222646917,
110,140,2013-06-01 05:00:00+00:00,0.5902701633579074,0.20094690828384554,0.0,0.000993802711591719,0.53388614775357,0.1357534504034288,0.0,0.000993802711591719,229671.4775618303,71580.82666835905
111,142,2010-06-15 05:00:00+00:00,5.020357161451554,0.15317934593534463,0.0,0.0,2.73837663351903,0.0974777655952193,0.0,0.0,1173394.3874629042,51028.2177495888
112,185,2012-09-10 05:00:00+00:00,0.7161281385527405,0.18364922052216498,0.0,0.0,0.7706161490947968,0.15563493264590253,0.0,0.0,263644.1310084926,78859.59783194822
113,187,2012-03-16 05:00:00+00:00,0.4984930338356554,0.22181562663624985,0.0,0.0,0.4984930338356554,0.12797055382860567,0.0,0.0,217841.4557861814,67158.94664925226
114,190,2016-07-10 05:00:00+00:00,0.33393214764673773,0.30538200337390914,0.0,0.0015988586564079012,0.2609330269983811,0.19186303876894814,0.0,0.0015988586564079012,149938.64063894475,115688.6158017065
115,191,2016-07-10 05:00:00+00:00,0.267737698909624,0.27440914071059636,0.0,0.0,0.4462294981827067,0.34301142588824546,0.0,0.0,117626.09572096147,93916.5284082016
116,192,2016-07-10 05:00:00+00:00,0.39297081633567943,2.0091680036672015,0.0,0.0,0.19648540816783971,0.0,0.0,0.0,65822.6117362263,307402.70456108183
117,194,2016-07-10 05:00:00+00:00,0.29335806588867486,0.4384096024006002,0.0,0.0,0.1676331805078142,0.1461365341335334,0.0,0.0,58294.43852159238,383023.855963991
118,195,2011-07-01 05:00:00+00:00,1.5235594910308363,0.15343853999372983,0.0,0.0,0.962248099598423,0.09418999484763613,0.0,0.0,355069.5487518181,48036.89737229443
119,196,2011-10-05 05:00:00+00:00,1.2504738032646574,0.1630852253651127,0.0,0.001512849957004756,1.280246989056673,0.1276845363712014,0.0,0.001512849957004756,453802.89784190257,71276.41287432206
120,197,2014-09-23 05:00:00+00:00,0.44343383347004683,0.2229878661633402,0.0,0.0023332063724116315,0.3738755850825885,0.1323261328353454,0.0,0.0023332063724116315,171800.17873597363,77152.46843173147
121,201,2012-08-31 05:00:00+00:00,0.6538094449508057,0.17128947163606195,0.0,0.0,0.44326064064461407,0.1037898069659189,0.0,0.0,221198.14119767852,54187.71467320657
122,203,2019-10-30 05:00:00+00:00,0.2092115834205379,0.39412514050206066,0.0,0.0,0.09369598521287893,0.2846459348070438,0.0,0.0,61352.90122138117,97589.76395653802
123,204,2019-10-30 05:00:00+00:00,0.21201087571337734,0.4015859199626842,0.0,0.0,0.10087614247652632,0.1703697842265933,0.0,0.0,61532.73714555433,75692.86127781503
124,205,2019-10-30 05:00:00+00:00,0.20192044200825907,0.38382007755671593,0.0,0.0,0.08007189941706824,0.333756589179753,0.0,0.0,53926.68356392987,107553.0608631754
125,206,2019-10-30 05:00:00+00:00,0.16843486400206417,0.30468179764346043,0.0,0.0,0.12031061714433156,0.9140453929303813,0.0,0.0,41531.22503822325,212972.57655277883
126,209,2010-12-14 06:00:00+00:00,1.7850299016140443,0.13157598490613617,0.0,0.000822349905663351,1.0334383640923415,0.1063572544657934,0.0,0.000822349905663351,432446.9809015498,55152.26700648874
127,210,2013-06-14 05:00:00+00:00,0.7789922687283392,0.1851714122064378,0.0,0.0,0.4219541455611837,0.11856299054944577,0.0,0.0,250316.18235137296,57878.721914626636
128,211,2010-10-19 05:00:00+00:00,2.596820381159277,0.14719676766837442,0.0,0.000505830816729809,4.039498370692209,0.15073758338548307,0.0,0.000505830816729809,1117786.9062901156,60043.635438278514
129,212,2011-08-05 05:00:00+00:00,1.0993381174667316,0.15748595534071652,0.0,0.000837691251812322,1.0179056643210478,0.11560139275010042,0.0,0.000837691251812322,771083.8988364801,65749.54866349733
130,213,2016-02-03 06:00:00+00:00,0.2625101069086335,0.26973436426878167,0.0,0.0,0.13125505345431676,0.16184061856126902,0.0,0.0,57776.833842422064,84933.95662095398
131,215,2010-10-15 05:00:00+00:00,1.7252509348553435,0.14489495694143706,0.0,0.0,1.7252509348553435,0.11855041931572122,0.0,0.0,2329951.3875221414,54434.40086913533
132,216,2010-07-19 05:00:00+00:00,3.0639636490737505,0.15955338987898673,0.0,0.0,1.5319818245368753,0.13770977102650642,0.0,0.0,864803.7399510661,59458.33051645145
133,218,2011-07-01 05:00:00+00:00,1.3027195720017832,0.1717291694859216,0.0,0.0,0.6513597860008916,0.11294495377727921,0.0,0.0,351082.9246544806,54800.09897656902
134,219,2019-08-01 05:00:00+00:00,0.20808995151528978,0.3969537746651148,0.0006756167256989928,0.0,0.17363349850464116,0.2748141516912333,0.0006756167256989928,0.0,79307.26934617627,124909.57513775342
135,220,2019-08-01 05:00:00+00:00,0.21267038897033594,0.3993734132981008,0.0010127161379539808,0.002832435555305679,0.16962995310729176,0.28607599108587356,0.0010127161379539808,0.002832435555305679,80333.70764319952,138848.82335663968
136,226,2014-10-16 05:00:00+00:00,0.3900553698057513,0.19044257671556483,0.010987475205795811,0.0,0.18129334089563087,0.10406698181178407,0.016481212808693718,0.0,166328.399665337,47643.94561307098
137,227,2011-07-07 05:00:00+00:00,4.5537662337662335,0.2563532680216406,0.0,0.0,4.5537662337662335,0.10254130720865623,0.0,0.0,5917619.220779221,55269.76458546571
138,230,2011-07-07 05:00:00+00:00,1.3062098996723255,0.1637280301381275,0.0,0.00036182990085774033,1.014531960910544,0.1085489702573221,0.0,0.00036182990085774033,441714.5341309395,54893.75700397907
139,232,2010-10-20 05:00:00+00:00,2.373679935012185,0.14391871020646566,0.0,0.0004765520205512108,2.1099377200108314,0.09006833188417883,0.0,0.0004765520205512108,2381064.717032223,46789.783585800076
140,233,2010-06-22 05:00:00+00:00,5.516677155443675,0.1431351834954437,0.0,0.0017526757162707395,4.137507866582757,0.10107096630494598,0.0,0.0017526757162707395,1386065.1353052235,57844.14088932197
141,234,2012-01-11 06:00:00+00:00,1.2994367032315446,0.1889794334497478,0.0,0.0,1.2994367032315446,0.0944897167248739,0.0,0.0,446356.50756003556,40810.108653473035
142,235,2012-01-11 06:00:00+00:00,1.153927161035542,0.17941360585375787,0.0,0.0,1.0898200965335674,0.09189477372997355,0.0,0.0,348742.4308907415,40827.53518574539
143,236,2010-12-14 06:00:00+00:00,2.1969924812030075,0.1399155702304888,0.0,0.0006462612943671539,1.8500989315393748,0.08304457632617927,0.0,0.0006462612943671539,655166.2841313811,42711.73207537238
144,237,2016-02-03 06:00:00+00:00,0.39704683395235074,0.232532229826516,0.1323489446507836,0.0,0.1323489446507836,0.232532229826516,0.1323489446507836,0.0,418752.06087507925,60109.58141015438
145,238,2011-04-28 05:00:00+00:00,1.9545150501672242,0.169998420373272,0.0,0.0022466751591181324,1.7373467112597547,0.11308264967561267,0.0,0.0022466751591181324,747493.4225195094,59010.420837677164
146,239,2011-04-28 05:00:00+00:00,1.8964868777979331,0.170819839421392,0.0,0.001532016497052843,1.4588360598445638,0.11413522903043682,0.0,0.001532016497052843,681495.2653563881,57678.889097542495
147,241,2012-12-17 06:00:00+00:00,0.694695162126029,0.1906651908525801,0.006230449884538377,0.0002716028359723363,0.5327034651280312,0.11760402797602162,0.006230449884538377,0.0002716028359723363,233651.21634501594,58578.75645684155
148,242,2011-09-16 05:00:00+00:00,1.0137151051183013,0.16364967616685694,0.0,0.0015013731758427241,1.3178296366537918,0.13212083947415973,0.0,0.0015013731758427241,353583.82866526354,60858.16168278483
149,243,2016-02-24 06:00:00+00:00,0.4106932029009951,0.22356674555527328,0.0,0.0,0.24641592174059704,0.11938030102466049,0.0,0.0,89356.57362118401,81608.37378045791
150,244,2015-05-01 05:00:00+00:00,0.4363591822215461,0.2250519280528926,0.0,0.001175205890615627,0.30398055390714446,0.13514867742079711,0.0,0.001175205890615627,154461.34468210774,74264.19824272802
151,245,2013-10-23 05:00:00+00:00,0.6079932562569025,0.21262764693040967,0.0,0.0,0.1870748480790469,0.1500901037155833,0.0,0.0,107988.95605362982,54532.737683328596
152,246,2016-10-14 05:00:00+00:00,0.32093022973577323,0.27392675664775734,0.0,0.0009192173041871051,0.32447642011959393,0.2923111027314994,0.0,0.0009192173041871051,136950.32643277154,136815.38433790454
153,247,2013-02-01 06:00:00+00:00,0.6878171261181147,0.16110730324567074,0.0,0.0,0.3056965004969399,0.10108693536983263,0.0,0.0,98510.69728513889,40602.19938463934
154,248,2010-06-01 05:00:00+00:00,24.016438356164386,0.14244505890524053,0.0,0.0,60.041095890410965,0.1286600532047334,0.0,0.0,115218863.01369864,56748.27346708776
155,249,2010-08-26 05:00:00+00:00,2.9171381031613977,0.14440284124268776,0.0,0.00033582056102950646,2.0836700736867124,0.10712675896841256,0.0,0.00033582056102950646,945986.2134537675,55805.98919076132
156,250,2010-11-12 06:00:00+00:00,2.801150369761709,0.18110821866865004,0.0,0.0021560502222458338,4.00164338537387,0.13798721422373336,0.0,0.0021560502222458338,1177283.4839769925,58793.333510421646
157,251,2012-10-02 05:00:00+00:00,0.9671440234780113,0.17918593658175128,0.0,0.0,0.677000816434608,0.11759077088177428,0.0,0.0,435553.3109733224,63851.78858880343
158,252,2014-08-08 05:00:00+00:00,0.4203971146985317,0.23267333201572635,0.0,0.00044744871541485835,0.4240527417828667,0.17584734515803935,0.0,0.00044744871541485835,215886.71309249118,91173.49259907778
159,254,2016-02-04 06:00:00+00:00,0.325309871940532,0.23661246574451564,0.0,0.001863090281452879,0.3545043476275028,0.1415948613904188,0.0,0.001863090281452879,131658.74406947067,80383.03019328446
160,255,2016-02-04 06:00:00+00:00,0.33478029150285404,0.22805374446165483,0.0,0.0013494304406015077,0.3159724099577499,0.13089475273834625,0.0,0.0013494304406015077,136985.32444561162,70536.07856068142
161,256,2015-01-07 06:00:00+00:00,0.3326502732240437,0.23253692957170036,0.0,0.0,0.3326502732240437,0.12180505834708114,0.0,0.0,144259.33515482696,68786.63840473346
162,258,2010-07-09 05:00:00+00:00,3.0669904710942806,0.14194152341716687,0.0,0.0006308512151874083,1.6237008376381485,0.08863459573383088,0.0,0.0006308512151874083,718758.2374611538,45781.66125016921
163,259,2018-10-22 05:00:00+00:00,0.24102452359902604,0.37381182358638904,0.0004763330505909605,0.0009889201682179605,0.15385557534088026,0.22942947902656682,0.0004763330505909605,0.0009889201682179605,80425.97759398015,128646.64684313803
164,260,2012-12-17 06:00:00+00:00,0.6767299155178986,0.19359274864314607,0.0,0.0,0.4311907426308735,0.10464472899629518,0.0,0.0,223338.8384018495,54888.77647678173
165,261,2015-08-15 05:00:00+00:00,0.3468265401828833,0.2425971561906883,0.005100390296807107,0.0,0.17341327009144164,0.14480605447041084,0.005100390296807107,0.0,80723.87722756609,95336.92118672049
166,262,2019-06-17 05:00:00+00:00,0.19556051310652536,0.36859145707815494,0.0,0.0,0.02444506413831567,0.15796776731920925,0.0,0.0,19409.380925822643,60975.55818521477
167,263,2017-06-20 05:00:00+00:00,0.24334313225286763,0.28911009128365117,0.004195571245739097,0.0035692603862179156,0.1384538511093902,0.1392011550624987,0.004195571245739097,0.0035692603862179156,77471.22305257243,83606.35528676845
168,264,2014-06-07 05:00:00+00:00,0.471928538594377,0.2511750835931169,0.0,0.0,0.32671975748841486,0.1423711303315824,0.0,0.0,159693.35702128187,84123.97569299793
169,265,2014-06-07 05:00:00+00:00,0.4283511169575441,0.209896540811922,0.0,0.0,0.22274258081792292,0.14182198703508242,0.0,0.0,115689.0696678935,65975.58836872035
